particle_id,trajectory_id,lag_s,msd_um2,count
2,2,0.3508486083960236,0.0,362
2,2,0.39596117851305684,0.0,278
2,2,0.4477484044929869,0.0,421
2,2,0.5062054465214332,0.0,384
2,2,0.5675274853907307,0.0,463
2,2,0.6415022730002319,0.0,550
2,2,0.7228535593255211,0.0,523
2,2,0.8091180840199594,0.0,632
2,2,0.9175029371894491,0.0,789
2,2,1.035052036238919,0.0,723
2,2,1.1659515371743114,0.0,934
2,2,1.314630365355183,0.0,912
2,2,1.4838501204953702,0.0,1145
2,2,1.6790685770528364,0.0,1171
2,2,1.8901508609826507,0.0,1251
2,2,2.1252256085824985,0.0,1359
2,2,2.399281148684037,0.0,1551
2,2,2.7104101872879935,0.0,1590
2,2,3.0548869007504895,0.0,1699
2,2,3.442295625362154,0.0,1756
2,2,3.880378259612168,0.0,1833
2,2,4.377532518439727,0.0,1882
2,2,4.936796542765907,0.0,1840
2,2,5.563169939767706,0.0,1709
2,2,6.261748728178365,0.0,1445
2,2,7.043769593212429,0.0,1056
2,2,7.844877518663316,0.0,416
3,3,9.33246962269152e-05,0.0,1
3,3,0.00028007742971514205,0.0,2
3,3,0.0003518411185343684,0.0,2
3,3,0.00048204867454471056,0.0,2
3,3,0.0006041548849857747,0.0,1
3,3,0.0006677952980191915,0.0,2
3,3,0.0008768971155351801,0.0,4
3,3,0.0012301747447401774,0.0,3
3,3,0.001462898688868434,0.0,3
3,3,0.0018532786396125434,0.0,4
3,3,0.0024705561809753277,0.0,9
3,3,0.0028784099078686875,0.0,14
3,3,0.003587987518662163,0.0,15
3,3,0.004681045389878366,0.0,11
3,3,0.005772428914865231,0.0,24
3,3,0.006608352821384944,0.0,2
3,3,0.023570498167251538,0.0,6
3,3,0.02914350032481749,0.0,189
3,3,0.0340517654375688,0.0,903
3,3,0.040794828692571866,0.0,27
3,3,0.0603966207337922,0.0,75
3,3,0.06711128574643074,0.0,1043
3,3,0.09550083020056421,0.0,174
3,3,0.10082108307014422,0.0,939
3,3,0.133329105860627,0.0,1106
3,3,0.16681972827425107,0.0,1108
3,3,0.21663986928419876,0.0,2168
3,3,0.2818803621802981,0.0,2043
3,3,0.34756347063489695,0.0,2255
3,3,0.4332158976211154,0.0,3160
3,3,0.537143347100245,0.0,3312
3,3,0.6692513429477752,0.0,4816
3,3,0.8493866150295334,0.0,5808
3,3,1.0656891855710284,0.0,6475
3,3,1.331694188205705,0.0,7829
3,3,1.6656969184928956,0.0,8895
3,3,2.0950129204987573,0.0,10534
3,3,2.636618065768619,0.0,10666
3,3,3.291421331592599,0.0,10143
3,3,4.116902611932875,0.0,8191
3,3,5.146845706235769,0.0,6622
3,3,6.2902569744283525,0.0,3098
4,4,0.0002956914132230537,0.0,1
4,4,0.0003934840207791973,0.0,4
4,4,0.0005091635404932404,0.0,1
4,4,0.0006594628748333164,0.0,1
4,4,0.0007116449563290272,0.0,1
4,4,0.0009508334659067419,0.0,2
4,4,0.0010999477890321074,0.0,3
4,4,0.0013628924776976868,0.0,6
4,4,0.0016209900535961996,0.0,4
4,4,0.0020970552261808883,0.0,5
4,4,0.002512528113111053,0.0,6
4,4,0.003064820088363218,0.0,10
4,4,0.0037849976578572205,0.0,12
4,4,0.004615502687053267,0.0,13
4,4,0.0057456330130906536,0.0,13
4,4,0.006512731507606162,0.0,10
4,4,0.0203861088078231,0.0,1
4,4,0.0239843017375769,0.0,15
4,4,0.029006317656648087,0.0,200
4,4,0.034283417491510655,0.0,506
4,4,0.04023525445155858,0.0,76
4,4,0.05677826544906965,0.0,8
4,4,0.06576226834528542,0.0,674
4,4,0.07292234915494082,0.0,113
4,4,0.09951770051836788,0.0,747
4,4,0.1236207656400785,0.0,207
4,4,0.1353844831817997,0.0,644
4,4,0.16979931350135194,0.0,869
4,4,0.2172914884994239,0.0,1418
4,4,0.2658197997780025,0.0,854
4,4,0.31767040102147986,0.0,1549
4,4,0.3999397408284802,0.0,2261
4,4,0.4982762945150961,0.0,2250
4,4,0.5996976769242273,0.0,2361
4,4,0.7337526837834089,0.0,3626
4,4,0.8997448391453567,0.0,3631
4,4,1.0995115370562498,0.0,4905
4,4,1.3489989447397477,0.0,5392
4,4,1.6484802548284312,0.0,6428
4,4,2.0188622441472894,0.0,7357
4,4,2.477208003454759,0.0,8374
4,4,3.0360139894875444,0.0,8795
4,4,3.7145591955172685,0.0,9015
4,4,4.535187888971468,0.0,8109
4,4,5.51537283574865,0.0,6090
4,4,6.587447664758857,0.0,2161
5,5,0.02361769790781974,0.0,17
5,5,0.026269129564,0.0,42
5,5,0.029945331057242376,0.0,44
5,5,0.0333971155971166,0.0,74
5,5,0.03806934989547611,0.0,53
5,5,0.04218236167297005,0.0,41
5,5,0.04573442400639394,0.0,1
5,5,0.05597949382226639,0.0,10
5,5,0.06194700835573698,0.0,99
5,5,0.06867000990638358,0.0,130
5,5,0.07614065893418268,0.0,33
5,5,0.09117549457565101,0.0,39
5,5,0.09969836201722243,0.0,182
5,5,0.10814823340551821,0.0,50
5,5,0.12947516043157511,0.0,156
5,5,0.13858781195818162,0.0,114
5,5,0.1644835601438863,0.0,207
5,5,0.17990091616436563,0.0,97
5,5,0.2014116664264061,0.0,233
5,5,0.23327012536615072,0.0,266
5,5,0.2664024059569325,0.0,262
5,5,0.29958326277305586,0.0,270
5,5,0.33331595636887834,0.0,264
5,5,0.37323141727664483,0.0,348
5,5,0.4211550106912496,0.0,438
5,5,0.4816627481356089,0.0,487
5,5,0.5444127676537732,0.0,489
5,5,0.6122448768685492,0.0,566
5,5,0.6867447311581141,0.0,558
5,5,0.7694875113003589,0.0,705
5,5,0.8685517250612472,0.0,769
5,5,0.9845692918645522,0.0,950
5,5,1.1162631039282054,0.0,965
5,5,1.2551440738979283,0.0,1018
5,5,1.413754860262328,0.0,1212
5,5,1.5940462730932619,0.0,1267
5,5,1.8011459776902607,0.0,1503
5,5,2.0327418768954,0.0,1503
5,5,2.289994098670573,0.0,1720
5,5,2.5888115932659943,0.0,1888
5,5,2.9204117809606367,0.0,1934
5,5,3.288938531707183,0.0,2086
5,5,3.7149628699796056,0.0,2252
5,5,4.194874776434078,0.0,2246
5,5,4.727664601027067,0.0,2261
5,5,5.328104160622674,0.0,2206
5,5,6.0059579295148495,0.0,2058
5,5,6.775361635231205,0.0,1784
5,5,7.624576415375653,0.0,1261
5,5,8.48657772096282,0.0,516
6,6,0.03333333333333334,0.0,209
6,6,0.06666666666666667,0.0,211
6,6,0.10000000000000002,0.0,210
6,6,0.13333333333333333,0.0,210
6,6,0.16666666666666666,0.0,208
6,6,0.19999999999999996,0.0,207
6,6,0.23333333333333334,0.0,206
6,6,0.2666666666666666,0.0,205
6,6,0.3,0.0,204
6,6,0.33333333333333326,0.0,203
6,6,0.36666666666666664,0.0,202
6,6,0.4166251039068994,0.0,401
6,6,0.46666666666666673,0.0,199
6,6,0.5166244725738397,0.0,395
6,6,0.5832907075873828,0.0,391
6,6,0.6499569336778638,0.0,387
6,6,0.7166231505657094,0.0,383
6,6,0.7998826291079811,0.0,568
6,6,0.8999403697078117,0.0,559
6,6,0.999878567091682,0.0,549
6,6,1.0998765432098767,0.0,540
6,6,1.2164305949008498,0.0,706
6,6,1.3662790697674418,0.0,860
6,6,1.532934131736527,0.0,835
6,6,1.6995884773662548,0.0,810
6,6,1.8827121050763225,0.0,939
6,6,2.099207104345068,0.0,1051
6,6,2.348780487804878,0.0,1148
6,6,2.6153751537515375,0.0,1084
6,6,2.9147739221871714,0.0,1268
6,6,3.2478040540540536,0.0,1184
6,6,3.61297157622739,0.0,1290
6,6,4.028725410940447,0.0,1237
6,6,4.477177949157384,0.0,1167
6,6,4.973757575757576,0.0,1100
6,6,5.5329100529100534,0.0,945
6,6,6.150248756218905,0.0,670
6,6,6.777777777777778,0.0,276
7,7,0.03333333333333334,0.0,150
7,7,0.06666666666666667,0.0,151
7,7,0.09999999999999999,0.0,150
7,7,0.1333333333333333,0.0,149
7,7,0.16666666666666669,0.0,148
7,7,0.19999999999999998,0.0,147
7,7,0.2333333333333333,0.0,146
7,7,0.2666666666666667,0.0,145
7,7,0.30000000000000004,0.0,144
7,7,0.33333333333333337,0.0,143
7,7,0.36666666666666664,0.0,142
7,7,0.39999999999999997,0.0,141
7,7,0.45,0.0,280
7,7,0.5,0.0,139
7,7,0.5499389499389499,0.0,273
7,7,0.6,0.0,135
7,7,0.666499582289056,0.0,399
7,7,0.7499361430395913,0.0,261
7,7,0.8166018158236057,0.0,257
7,7,0.8998236331569667,0.0,378
7,7,0.9998193315266486,0.0,369
7,7,1.0998148148148146,0.0,360
7,7,1.2165248226950354,0.0,470
7,7,1.3495238095238098,0.0,455
7,7,1.4993883792048932,0.0,545
7,7,1.666025641025641,0.0,520
7,7,1.848873873873874,0.0,592
7,7,2.0489489489489485,0.0,555
7,7,2.265116279069767,0.0,602
7,7,2.4991784037558684,0.0,568
7,7,2.7638680659670163,0.0,667
7,7,3.0636115657392256,0.0,611
7,7,3.3786324786324786,0.0,585
7,7,3.7416374269005854,0.0,570
7,7,4.1402938901778805,0.0,431
7,7,4.560283687943262,0.0,329
7,7,5.0,0.0,136
8,8,0.03333333333333334,0.0,161
8,8,0.06666666666666667,0.0,163
8,8,0.09999999999999999,0.0,162
8,8,0.13333333333333333,0.0,161
8,8,0.16666666666666666,0.0,160
8,8,0.19999999999999996,0.0,159
8,8,0.2333333333333334,0.0,158
8,8,0.2666666666666666,0.0,157
8,8,0.3,0.0,156
8,8,0.3333333333333333,0.0,155
8,8,0.3666666666666667,0.0,154
8,8,0.39999999999999997,0.0,153
8,8,0.44994499449944997,0.0,303
8,8,0.5,0.0,150
8,8,0.5499438832772165,0.0,297
8,8,0.6166097838452786,0.0,293
8,8,0.6832760595647193,0.0,291
8,8,0.7499419279907084,0.0,287
8,8,0.83317572892041,0.0,423
8,8,0.9331723027375202,0.0,414
8,8,1.0331687242798353,0.0,405
8,8,1.1496831432192647,0.0,526
8,8,1.2830065359477123,0.0,510
8,8,1.4163292847503375,0.0,494
8,8,1.5661064425770306,0.0,595
8,8,1.7327485380116958,0.0,570
8,8,1.9157706093189966,0.0,651
8,8,2.1157181571815715,0.0,615
8,8,2.3481675392670156,0.0,764
8,8,2.6145275035260926,0.0,709
8,8,2.881159420289855,0.0,644
8,8,3.180073971336107,0.0,721
8,8,3.5279569892473117,0.0,682
8,8,3.9088008800880094,0.0,606
8,8,4.321052631578947,0.0,494
8,8,4.775414364640885,0.0,362
8,8,5.2444444444444445,0.0,153
9,9,0.03333333333333335,0.0,191
9,9,0.0666666666666667,0.0,193
9,9,0.09999999999999999,0.0,192
9,9,0.1333333333333333,0.0,191
9,9,0.16666666666666669,0.0,190
9,9,0.19999999999999996,0.0,190
9,9,0.23333333333333334,0.0,188
9,9,0.2666666666666666,0.0,188
9,9,0.3,0.0,187
9,9,0.3333333333333333,0.0,185
9,9,0.3666666666666667,0.0,184
9,9,0.3999999999999999,0.0,183
9,9,0.4499540863177227,0.0,363
9,9,0.5166202414113277,0.0,359
9,9,0.5666666666666667,0.0,179
9,9,0.6166194523135032,0.0,353
9,9,0.6998725302740598,0.0,523
9,9,0.7832364341085272,0.0,344
9,9,0.8666010498687664,0.0,508
9,9,0.9665330661322646,0.0,499
9,9,1.066598639455782,0.0,490
9,9,1.1830482115085534,0.0,643
9,9,1.3164004259850905,0.0,626
9,9,1.4662315056570934,0.0,766
9,9,1.6328828828828825,0.0,740
9,9,1.815893271461717,0.0,862
9,9,2.032642487046632,0.0,965
9,9,2.2656488549618325,0.0,917
9,9,2.5151668351870575,0.0,989
9,9,2.7984399872652017,0.0,1047
9,9,3.114082327452801,0.0,1077
9,9,3.4642857142857144,0.0,1078
9,9,3.8613415710503087,0.0,1133
9,9,4.29440488301119,0.0,983
9,9,4.7723123732251524,0.0,986
9,9,5.317926112510494,0.0,794
9,9,5.903155479059094,0.0,581
9,9,6.488888888888889,0.0,231
10,10,0.03333333333333334,0.0,240
10,10,0.06666666666666667,0.0,241
10,10,0.1,0.0,240
10,10,0.1333333333333333,0.0,239
10,10,0.16666666666666666,0.0,238
10,10,0.19999999999999998,0.0,237
10,10,0.2333333333333333,0.0,236
10,10,0.2666666666666666,0.0,235
10,10,0.3166309778729479,0.0,467
10,10,0.36666666666666664,0.0,232
10,10,0.39999999999999997,0.0,231
10,10,0.4333333333333334,0.0,230
10,10,0.48329686360320934,0.0,457
10,10,0.5499632082413538,0.0,453
10,10,0.6166295471417965,0.0,449
10,10,0.6832958801498127,0.0,445
10,10,0.7665656565656565,0.0,660
10,10,0.8499616858237549,0.0,435
10,10,0.9498057498057498,0.0,858
10,10,1.0665613480779357,0.0,633
10,10,1.1831325301204818,0.0,830
10,10,1.3164619164619167,0.0,814
10,10,1.4663316582914574,0.0,995
10,10,1.6494975595750787,0.0,1161
10,10,1.8494814814814813,0.0,1125
10,10,2.0494643403734316,0.0,1089
10,10,2.2823304680038206,0.0,1396
10,10,2.548948948948949,0.0,1332
10,10,2.8482539682539683,0.0,1575
10,10,3.1814689265536717,0.0,1475
10,10,3.547089947089947,0.0,1638
10,10,3.9629032258064516,0.0,1612
10,10,4.411764705882353,0.0,1547
10,10,4.924912280701754,0.0,1615
10,10,5.505089605734767,0.0,1395
10,10,6.131054131054131,0.0,1170
10,10,6.827027027027026,0.0,851
10,10,7.533333333333334,0.0,325
11,11,0.0232787799545926,0.0,7
11,11,0.026536533293266124,0.0,14
11,11,0.029848739741862456,0.0,45
11,11,0.0327355668401685,0.0,32
11,11,0.03685992860508212,0.0,38
11,11,0.04063773515491561,0.0,18
11,11,0.04428861227593284,0.0,7
11,11,0.05840609358401325,0.0,16
11,11,0.06438254948297926,0.0,78
11,11,0.07077692098867269,0.0,59
11,11,0.07669319669615524,0.0,7
11,11,0.0916006784343645,0.0,17
11,11,0.09901618584474857,0.0,110
11,11,0.1077676324120187,0.0,32
11,11,0.12696410984293355,0.0,43
11,11,0.1356711397236414,0.0,114
11,11,0.15914279838586395,0.0,33
11,11,0.16845698497090322,0.0,125
11,11,0.19684645097339842,0.0,98
11,11,0.2085008373712918,0.0,70
11,11,0.23414560274322394,0.0,143
11,11,0.2666071456804479,0.0,154
11,11,0.30003459003387956,0.0,153
11,11,0.33324271891035634,0.0,152
11,11,0.36712741926307274,0.0,155
11,11,0.41153421903356985,0.0,238
11,11,0.4586363965846202,0.0,205
11,11,0.5157876118082886,0.0,287
11,11,0.5808137918526213,0.0,280
11,11,0.6466424742827898,0.0,291
11,11,0.7151320716712058,0.0,290
11,11,0.7984300646508946,0.0,404
11,11,0.8960071051024081,0.0,396
11,11,0.9967337436034821,0.0,415
11,11,1.1114259802477953,0.0,476
11,11,1.241520937181092,0.0,517
11,11,1.3806630825820905,0.0,508
11,11,1.5344580090909932,0.0,582
11,11,1.7164313266147049,0.0,654
11,11,1.9162673709138276,0.0,634
11,11,2.134378904032937,0.0,690
11,11,2.382475083028383,0.0,714
11,11,2.6630913424244977,0.0,747
11,11,2.978608469531578,0.0,738
11,11,3.32595535966305,0.0,704
11,11,3.7071148966394145,0.0,632
11,11,4.1278104373837365,0.0,537
11,11,4.596071415494026,0.0,390
11,11,5.074812547366661,0.0,154
12,12,0.03333333333333335,0.0,193
12,12,0.06666666666666667,0.0,195
12,12,0.1,0.0,194
12,12,0.13333333333333333,0.0,193
12,12,0.16666666666666666,0.0,192
12,12,0.19999999999999993,0.0,191
12,12,0.23333333333333334,0.0,190
12,12,0.2666666666666666,0.0,190
12,12,0.3,0.0,188
12,12,0.33333333333333337,0.0,187
12,12,0.36666666666666664,0.0,187
12,12,0.3999999999999999,0.0,187
12,12,0.44995483288166216,0.0,369
12,12,0.51662100456621,0.0,365
12,12,0.5666666666666668,0.0,181
12,12,0.6166202414113277,0.0,359
12,12,0.6998120300751879,0.0,532
12,12,0.7832855778414518,0.0,349
12,12,0.8665374677002585,0.0,516
12,12,0.9665351742274818,0.0,507
12,12,1.0665327978580987,0.0,498
12,12,1.1831294597349642,0.0,654
12,12,1.3164054336468132,0.0,638
12,12,1.466323024054983,0.0,776
12,12,1.6329365079365077,0.0,756
12,12,1.8159984726995038,0.0,873
12,12,2.0323418803418805,0.0,975
12,12,2.265694744420447,0.0,926
12,12,2.5153794717485787,0.0,997
12,12,2.798409669211196,0.0,1048
12,12,3.114378478664193,0.0,1078
12,12,3.4641567187021733,0.0,1089
12,12,3.8617893217893218,0.0,1155
12,12,4.2943,0.0,1000
12,12,4.772,0.0,1000
12,12,5.31751269035533,0.0,788
12,12,5.901950354609928,0.0,564
12,12,6.491666666666666,0.0,220
13,13,0.03333333333333334,0.0,210
13,13,0.06666666666666667,0.0,210
13,13,0.09999999999999999,0.0,209
13,13,0.13333333333333333,0.0,208
13,13,0.16666666666666666,0.0,207
13,13,0.19999999999999998,0.0,208
13,13,0.23333333333333336,0.0,207
13,13,0.2666666666666666,0.0,205
13,13,0.3,0.0,204
13,13,0.33333333333333326,0.0,203
13,13,0.38329197684036387,0.0,403
13,13,0.43333333333333335,0.0,200
13,13,0.46666666666666673,0.0,199
13,13,0.5166244725738397,0.0,395
13,13,0.5832907075873828,0.0,391
13,13,0.6499569336778638,0.0,387
13,13,0.733216986620128,0.0,573
13,13,0.8166224580017684,0.0,377
13,13,0.8998805256869774,0.0,558
13,13,0.9998787878787878,0.0,550
13,13,1.116434540389972,0.0,718
13,13,1.2497632575757578,0.0,704
13,13,1.3996124031007753,0.0,860
13,13,1.566269841269841,0.0,840
13,13,1.7329243353783232,0.0,815
13,13,1.9160493827160492,0.0,945
13,13,2.1324196597353495,0.0,1058
13,13,2.3822473211699973,0.0,1151
13,13,2.665338753387534,0.0,1230
13,13,2.965258620689655,0.0,1160
13,13,3.297228578693109,0.0,1311
13,13,3.6795249160857213,0.0,1291
13,13,4.095087719298245,0.0,1235
13,13,4.559989097846825,0.0,1223
13,13,5.089052997393571,0.0,1151
13,13,5.665714285714287,0.0,910
13,13,6.297722868217055,0.0,688
13,13,6.94173126614987,0.0,258
14,14,0.03333333333333334,0.0,116
14,14,0.06666666666666667,0.0,116
14,14,0.1,0.0,115
14,14,0.13333333333333333,0.0,115
14,14,0.16666666666666669,0.0,115
14,14,0.19999999999999998,0.0,113
14,14,0.23333333333333334,0.0,112
14,14,0.26666666666666655,0.0,111
14,14,0.2999999999999999,0.0,110
14,14,0.3333333333333334,0.0,109
14,14,0.36666666666666675,0.0,108
14,14,0.3999999999999999,0.0,107
14,14,0.4333333333333334,0.0,107
14,14,0.4831746031746032,0.0,210
14,14,0.5333333333333331,0.0,103
14,14,0.583252032520325,0.0,205
14,14,0.6499162479061978,0.0,199
14,14,0.7166666666666668,0.0,196
14,14,0.7833333333333332,0.0,194
14,14,0.8664327485380117,0.0,285
14,14,0.9665463297232251,0.0,277
14,14,1.0662949194547704,0.0,269
14,14,1.1667934093789607,0.0,263
14,14,1.2826979472140763,0.0,341
14,14,1.416155419222904,0.0,326
14,14,1.5658008658008655,0.0,385
14,14,1.732225300092336,0.0,361
14,14,1.915204678362573,0.0,399
14,14,2.115085817524842,0.0,369
14,14,2.3312820512820513,0.0,390
14,14,2.5636627906976743,0.0,344
14,14,2.8127127127127127,0.0,333
14,14,3.094939493949395,0.0,303
14,14,3.4065162907268176,0.0,266
14,14,3.750687285223368,0.0,194
14,14,4.1,0.0,82
15,15,0.03333333333333334,0.0,247
15,15,0.06666666666666667,0.0,248
15,15,0.1,0.0,246
15,15,0.1333333333333333,0.0,245
15,15,0.16666666666666666,0.0,245
15,15,0.20000000000000004,0.0,244
15,15,0.23333333333333334,0.0,244
15,15,0.26666666666666666,0.0,244
15,15,0.3,0.0,242
15,15,0.33333333333333326,0.0,241
15,15,0.36666666666666664,0.0,240
15,15,0.4166317260656884,0.0,477
15,15,0.46666666666666673,0.0,237
15,15,0.5166312809624911,0.0,471
15,15,0.5832976445396145,0.0,467
15,15,0.6499640028797697,0.0,463
15,15,0.7166303558460423,0.0,459
15,15,0.7999511957052219,0.0,683
15,15,0.8999007936507937,0.0,672
15,15,0.9998496240601503,0.0,665
15,15,1.1164755351681956,0.0,872
15,15,1.24988344988345,0.0,858
15,15,1.399588477366255,0.0,1053
15,15,1.5664080181053994,0.0,1031
15,15,1.7495570321151717,0.0,1204
15,15,1.965979381443299,0.0,1358
15,15,2.199236641221374,0.0,1310
15,15,2.4490900714121167,0.0,1447
15,15,2.7484830917874397,0.0,1725
15,15,3.081570315703157,0.0,1626
15,15,3.4312549485352335,0.0,1684
15,15,3.8302502720348204,0.0,1838
15,15,4.2953660637381565,0.0,1935
15,15,4.8113173216885,0.0,1832
15,15,5.374442570732621,0.0,1779
15,15,6.003451126265759,0.0,1613
15,15,6.695598417408506,0.0,1348
15,15,7.472939606272939,0.0,999
15,15,8.258055555555556,0.0,360
16,16,0.03333333333333335,0.0,112
16,16,0.06666666666666667,0.0,114
16,16,0.1,0.0,113
16,16,0.13333333333333333,0.0,112
16,16,0.16666666666666669,0.0,111
16,16,0.19999999999999993,0.0,110
16,16,0.23333333333333336,0.0,109
16,16,0.26666666666666655,0.0,108
16,16,0.2999999999999999,0.0,107
16,16,0.34992101105845186,0.0,211
16,16,0.3999999999999999,0.0,105
16,16,0.4333333333333335,0.0,103
16,16,0.46666666666666673,0.0,102
16,16,0.5165837479270314,0.0,201
16,16,0.5666666666666665,0.0,99
16,16,0.6165811965811965,0.0,195
16,16,0.6833333333333332,0.0,192
16,16,0.75,0.0,188
16,16,0.8330917874396137,0.0,276
16,16,0.9165735567970206,0.0,179
16,16,0.9997445721583651,0.0,261
16,16,1.0997364953886692,0.0,253
16,16,1.2161490683229812,0.0,322
16,16,1.349455337690632,0.0,306
16,16,1.4829351535836177,0.0,293
16,16,1.6323671497584538,0.0,345
16,16,1.7991692627206646,0.0,321
16,16,1.9655555555555555,0.0,300
16,16,2.1646491228070173,0.0,380
16,16,2.381328751431844,0.0,291
16,16,2.6132936507936506,0.0,336
16,16,2.8782608695652177,0.0,276
16,16,3.158119658119658,0.0,234
16,16,3.480392156862745,0.0,187
16,16,3.811111111111111,0.0,66
17,17,0.03333333333333334,0.0,109
17,17,0.06666666666666664,0.0,109
17,17,0.09999999999999998,0.0,108
17,17,0.13333333333333333,0.0,107
17,17,0.16666666666666669,0.0,106
17,17,0.19999999999999996,0.0,105
17,17,0.23333333333333334,0.0,104
17,17,0.26666666666666655,0.0,103
17,17,0.29999999999999993,0.0,102
17,17,0.3333333333333334,0.0,101
17,17,0.3666666666666667,0.0,100
17,17,0.39999999999999986,0.0,99
17,17,0.43333333333333335,0.0,98
17,17,0.4832469775474957,0.0,193
17,17,0.5333333333333331,0.0,95
17,17,0.5832442067736183,0.0,187
17,17,0.6499089253187613,0.0,183
17,17,0.7165735567970205,0.0,179
17,17,0.7832380952380951,0.0,175
17,17,0.8499025341130605,0.0,171
17,17,0.9330655957161983,0.0,249
17,17,1.0330555555555554,0.0,240
17,17,1.1330447330447326,0.0,231
17,17,1.2494331065759634,0.0,294
17,17,1.3663492063492066,0.0,210
17,17,1.4989898989898989,0.0,330
17,17,1.6493224932249313,0.0,246
17,17,1.814945919370698,0.0,339
17,17,1.9986928104575161,0.0,255
17,17,2.181196581196581,0.0,273
17,17,2.3965811965811965,0.0,273
17,17,2.644444444444445,0.0,252
17,17,2.9092198581560287,0.0,188
17,17,3.1851851851851856,0.0,135
17,17,3.4666666666666655,0.0,55
18,18,0.03333333333333333,0.0,236
18,18,0.06666666666666667,0.0,237
18,18,0.1,0.0,236
18,18,0.1333333333333333,0.0,235
18,18,0.16666666666666663,0.0,234
18,18,0.2,0.0,233
18,18,0.23333333333333334,0.0,232
18,18,0.2666666666666666,0.0,231
18,18,0.31663035584604216,0.0,459
18,18,0.36666666666666664,0.0,228
18,18,0.4000000000000001,0.0,227
18,18,0.43333333333333335,0.0,226
18,18,0.48329621380846327,0.0,449
18,18,0.5499625468164793,0.0,445
18,18,0.6166288737717308,0.0,441
18,18,0.6832951945080092,0.0,437
18,18,0.7665637860082305,0.0,648
18,18,0.8499609679937549,0.0,427
18,18,0.9498815165876778,0.0,844
18,18,1.066559829059829,0.0,624
18,18,1.1831295843520782,0.0,818
18,18,1.3164588528678303,0.0,802
18,18,1.4663265306122448,0.0,980
18,18,1.6494896471274423,0.0,1143
18,18,1.8494730502860584,0.0,1107
18,18,2.049455337690632,0.0,1071
18,18,2.282312925170068,0.0,1372
18,18,2.5489296636085625,0.0,1308
18,18,2.8484848484848486,0.0,1551
18,18,3.181443298969072,0.0,1455
18,18,3.547046674927716,0.0,1614
18,18,3.9628415300546442,0.0,1586
18,18,4.411622807017544,0.0,1520
18,18,4.924731182795699,0.0,1581
18,18,5.5053090909090905,0.0,1375
18,18,6.130724637681158,0.0,1150
18,18,6.827276373846771,0.0,831
18,18,7.533333333333334,0.0,325
19,19,0.03333333333333346,0.0,50
19,19,0.06666666666666664,0.0,95
19,19,0.09999999999999999,0.0,94
19,19,0.13333333333333328,0.0,93
